證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Unnamed: 19
"=""038690""",神達元大54購25  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"40,000","22,000","18,000","18,000",
"=""038283""",中502X群益53購02,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"20,000","2,000","18,000","18,000",
"=""038484""",台泥元大53購04  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""038449""",鴻海群益56購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"116,000","98,000","18,000","18,000",
"=""031012""",毅嘉元大52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""031103""",佳能元富55購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"19,000","1,000","18,000","18,000",
"=""039331""",東元國票55購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"27,000","9,000","18,000","18,000",
"=""083736""",融程電國票51購01,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""032901""",達興凱基53購04  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""036698""",英業達元富54購02,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""06387U""",東元凱基54售08  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"84,000","66,000","18,000","18,000",
"=""088259""",南電中信52購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""088640""",廣宇中信52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""088868""",英業達元大51購01,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"36,000","18,000","18,000","18,000",
"=""067770""",世芯統一4C購05  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""089035""",川湖凱基51購08  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"20,000","2,000","18,000","18,000",
"=""05521U""",神達元富53售05  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"20,000","2,000","18,000","18,000",
"=""05675U""",辛耘元富53售04  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"20,000","2,000","18,000","18,000",
"=""040789""",緯穎國泰55購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"34,000","16,000","18,000","18,000",
"=""040949""",萬海群益54購03  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""046907""",世紀鋼統一52購01,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""033988""",光寶科元大54購09,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"169,000","151,000","18,000","18,000",
"=""077873""",威盛元大4C購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""032712""",元金2X富邦52購02,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""080256""",元石油國票4B購01,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
1709,和益            ,"52,000","26,000","26,000",0.0,0.0,0.0,0,0,0,"-8,000",0,"8,000","-8,000",0,0,0,"18,000",
"=""089788""",祥碩富邦53購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"48,000","30,000","18,000","18,000",
"=""089883""",文曄元富51購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"33,000","15,000","18,000","18,000",
"=""074863""",台表科統一51購01,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""033510""",臺股指元大52購19,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""033682""",奇鋐凱基58購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"33,000","15,000","18,000","18,000",
"=""037731""",S&P反1國票55購02,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""037740""",力積電國票56購01,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"56,000","38,000","18,000","18,000",
"=""081744""",智原兆豐51購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"58,000","40,000","18,000","18,000",
"=""081719""",華新永豐52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""037565""",台積電元大54購36,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"18,000",0,"18,000","18,000",
"=""037527""",力積電凱基53購03,0,0,0,0.0,0.0,0.0,0,0,0,"18,000",0,0,0,"39,000","21,000","18,000","18,000",
3135,凌航            ,"241,000","224,000","17,000",0.0,0.0,0.0,0,0,0,"1,000","1,000",0,"1,000",0,0,0,"18,000",
3057,喬鼎            ,"18,000",0,"18,000",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,"18,000",
"=""00701""",國泰股利精選30  ,"1,000","11,000","-10,000",0.0,0.0,0.0,0,0,0,"27,674",0,0,0,"213,000","185,326","27,674","17,674",
"=""084322""",台塑群益4C購04  ,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",
"=""084567""",富世達永豐52購03,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"32,000","15,000","17,000","17,000",
"=""084569""",鈺齊永豐52購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"32,000","15,000","17,000","17,000",
"=""084951""",台化凱基51購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",
"=""034793""",南寶元大54購02  ,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",
"=""034925""",京元電國票53購03,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"39,000","22,000","17,000","17,000",
"=""032093""",迅得凱基54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",
"=""040082""",宏達電元大54購22,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",
"=""085989""",聯鈞永豐54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"20,000","3,000","17,000","17,000",
"=""040489""",華新群益54購05  ,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"41,000","24,000","17,000","17,000",
"=""085953""",緯穎元大4C購20  ,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"31,000","14,000","17,000","17,000",
"=""030783""",愛普永豐54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",
"=""034117""",昇貿元富53購04  ,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"32,000","15,000","17,000","17,000",
"=""039406""",精英凱基54購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"28,000","11,000","17,000","17,000",
"=""030864""",智邦群益52購05  ,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"93,000","76,000","17,000","17,000",
"=""038162""",文曄永豐56購01  ,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"45,000","28,000","17,000","17,000",
"=""030708""",定穎控元富52購01,0,0,0,0.0,0.0,0.0,0,0,0,"17,000",0,0,0,"17,000",0,"17,000","17,000",
